Gender,East/West/Out,VSAT,MSAT,WSAT,Athletics,Housing,FGEN,HSRank,HSGPA,Stem,ERG,GotSchol,Retained,1st_yr_GPA
F,west,500,420,550,0,1,0,,2.8,0,1,0,Y,2.82
M,east,600,600,630,0,1,0,70,3,0,7,1,Y,3.18
M,west,570,570,530,0,1,0,87,3.4,0,6,1,N,3.75
M,east,,,,0,1,0,,2.92,0,5,0,Y,1.74
M,east,430,590,500,1,1,1,80,3.2,0,6,1,N,0
F,west,,,,0,1,0,,3.6,0,2,1,N,0
F,west,,,,1,1,0,,4,0,6,1,Y,3.81
M,west,510,460,450,0,1,1,66,2.7,1,6,0,Y,2.84
F,west,530,500,510,0,1,1,65,3.3,0,6,0,Y,3.42
M,east,500,500,490,0,1,1,,3.09,0,2,0,Y,2.98
M,east,,,,0,1,0,47,2.7,0,3,0,N,0
F,west,440,480,500,1,1,1,86,3.3,0,8,0,Y,2.87
F,west,520,470,460,0,1,0,40,3.06,0,4,1,Y,2.87
F,east,500,510,480,0,1,1,91,3.7,0,7,1,Y,3.61
F,east,410,400,380,0,1,1,,3.3,0,3,1,Y,2.23
F,west,,,,0,1,1,,3.5,0,2,0,Y,3.48
F,east,480,430,540,0,0,1,,2.3,0,3,0,Y,2.71
F,east,,,,0,1,0,72,3.2,0,4,0,Y,3.19
F,west,500,430,490,0,1,0,66,2.8,0,7,0,N,3.3
M,east,,,,0,1,1,48,3,0,4,0,Y,3.25
M,west,290,390,390,0,1,1,25,2.35,0,9,1,Y,2.35
M,west,510,580,520,0,1,0,43,2.8,1,3,0,Y,1.96
F,NA,510,540,580,0,1,0,,3,0,NA,1,Y,2.95
F,east,530,470,530,0,1,1,,2.6,0,3,0,Y,3.82
F,west,460,460,470,0,1,1,75,3.2,1,8,0,Y,3.06
F,west,580,620,590,0,1,0,,4,0,2,1,Y,3.92
M,east,520,500,490,1,0,0,68,3.3,0,5,0,Y,3.5
F,west,500,380,510,0,1,1,55,2.9,0,8,0,Y,1.8
M,Out,500,570,610,1,1,0,,3.2,0,NA,1,Y,3.34
M,west,480,550,510,0,1,0,,2.6,0,1,0,N,2.74
F,east,530,600,530,0,1,0,,3.27,0,3,1,Y,3.78
F,east,520,530,440,0,1,1,,2.7,0,2,0,Y,3.49
F,east,350,350,400,0,1,0,57,3.2,0,6,1,Y,2.27
M,east,520,640,530,0,0,1,73,3.2,0,5,0,Y,2.92
M,east,590,460,530,0,1,1,46,3.07,0,8,0,Y,2.78
M,west,670,710,630,0,1,0,,3.6,0,2,1,Y,3.6
F,east,480,430,460,0,0,0,61,2.7,0,7,0,Y,3.36
M,west,560,560,560,1,1,1,54,2.9,0,6,1,N,2
F,east,470,440,460,0,1,0,60,3,0,6,0,Y,3.3
F,west,570,530,610,0,1,0,,2.7,1,2,0,Y,3.18
F,west,610,560,570,0,1,0,,2.4,0,1,0,Y,1.7
F,west,450,390,430,0,1,1,,2.31,0,9,1,Y,2.27
F,east,370,360,420,0,1,1,76,3.1,0,9,1,Y,2.29
M,west,400,470,390,0,1,0,44,2.7,1,4,0,Y,2.58
F,west,510,540,540,0,1,1,,3.09,0,2,0,Y,3.06
F,east,240,300,310,0,1,1,73,3.3,0,6,1,N,2.27
F,west,530,540,470,0,1,1,96,4,1,8,1,Y,3.35
F,east,460,420,490,0,0,1,87,4,0,8,1,N,3.18
F,east,570,480,500,0,0,1,53,2.7,0,9,0,Y,3.23
F,east,610,600,590,0,0,1,79,3.3,0,8,0,N,0
F,east,390,470,460,0,1,1,53,3.1,0,7,0,Y,3.53
M,east,510,530,550,0,1,1,52,3,0,6,0,Y,2.23
M,west,550,580,490,0,1,0,67,3.04,0,4,0,Y,2.2
M,west,,,,0,1,0,,2.9,1,2,0,Y,2.17
M,east,570,460,610,0,0,0,,2.41,1,3,0,Y,3.26
F,west,530,560,550,1,1,1,,4,1,3,1,Y,3.81
M,east,580,510,580,0,0,0,,3.32,1,4,1,Y,3.26
F,east,480,440,470,0,1,0,50,2.9,0,4,0,Y,2.9
F,west,490,500,480,0,1,1,90,2.88,0,9,0,Y,3.41
F,east,630,450,510,0,1,1,,3.05,0,3,1,Y,3.48
M,east,600,580,550,0,1,0,,2.95,1,7,0,Y,3.6
M,west,510,530,610,0,1,0,,2.6,0,2,0,Y,3.06
M,east,550,520,540,0,0,1,67,3,1,7,0,N,1.14
M,east,520,570,590,0,1,0,50,3,1,4,0,Y,2.94
M,west,510,610,540,0,1,1,,2.8,0,2,0,Y,2.73
M,east,530,500,570,0,1,1,73,3.3,0,7,0,N,3.4
F,west,410,430,480,0,1,1,39,2.6,0,2,0,N,2.42
F,east,550,440,570,0,1,0,60,3.3,0,6,0,Y,2
F,west,320,420,330,0,1,0,60,3.04,0,6,0,N,3.32
M,west,550,530,540,0,1,0,83,3.3,0,6,0,Y,2.81
F,west,540,420,570,0,1,1,94,3.3,0,9,1,Y,3.9
F,east,510,470,560,0,1,0,65,3.5,0,6,0,N,3.42
M,east,580,610,520,0,0,1,,3.2,1,3,0,Y,2.48
F,west,420,480,460,0,1,1,25,2.4,0,4,0,Y,3.36
F,east,490,480,520,0,1,1,38,2.8,0,3,1,Y,3.31
M,east,480,400,420,0,1,1,49,2.9,1,4,0,Y,2.91
F,east,560,440,540,0,1,0,75,2.94,0,6,1,Y,2.38
M,west,700,610,800,0,1,1,54,3.07,1,4,1,Y,1.9
F,east,730,570,640,0,0,0,,3.9,0,NA,0,N,0
F,east,450,420,420,0,1,1,46,2.8,0,6,0,N,0.78
F,east,410,490,440,0,1,1,75,3,0,8,0,Y,3.28
M,east,,,,0,1,0,61,3.4,0,6,0,Y,3.19
M,east,580,510,560,0,1,1,,2.7,0,2,1,N,2.74
F,east,530,510,520,0,1,0,90,3.6,1,6,1,Y,3.99
F,east,390,460,410,0,0,1,,2.8,0,2,0,Y,3.16
M,west,590,600,560,0,1,0,,2.8,0,1,1,Y,3.1
M,west,430,580,480,0,1,1,54,2.8,0,8,0,Y,2.68
M,west,570,660,580,0,1,0,42,2.85,1,4,0,Y,3.23
M,east,640,600,630,1,1,0,,3.13,0,3,1,Y,2.58
M,west,550,550,540,0,1,0,51,2.6,1,8,0,Y,0.66
M,west,540,650,460,1,1,1,10,2,0,3,0,Y,2.56
M,west,490,470,480,0,1,0,,2.8,0,2,0,Y,2.21
M,east,630,700,700,0,0,0,,3.95,0,2,1,Y,3.94
M,west,470,410,350,0,1,0,80,3,0,9,1,Y,2.71
M,west,560,440,480,0,1,0,37,2.9,0,6,0,Y,3.2
M,east,460,630,500,0,0,0,,2.95,1,3,1,N,0
F,east,600,560,600,0,1,1,50,2.8,0,3,0,Y,3.72
F,east,460,450,560,0,0,1,32,2.5,0,6,0,N,0
F,east,580,580,540,0,0,1,88,3.6,0,5,0,Y,3.84
F,east,340,350,390,0,1,1,53,2.8,0,9,1,Y,2.29
M,west,370,400,450,0,1,1,43,2.48,0,9,1,Y,2.57
M,Out,460,530,350,0,1,1,,3.5,1,NA,1,N,1.54
F,east,400,340,350,0,1,1,43,2.7,0,8,0,Y,2.32
F,west,390,400,390,0,1,0,38,2.45,0,9,0,Y,1.82
M,east,710,540,630,0,1,0,76,3.4,0,5,1,Y,3.59
M,west,700,600,720,0,1,0,,3.8,0,2,1,Y,3.54
M,west,530,530,530,0,1,1,64,2.9,0,6,0,N,0
F,east,430,540,440,0,1,1,80,3.1,0,6,1,Y,3.45
F,west,520,620,520,0,1,0,,3.3,1,3,0,Y,3.93
M,east,520,500,540,0,1,1,42,2.96,0,4,0,Y,2.69
F,west,560,540,600,0,1,1,93,3.7,0,8,1,Y,3.66
F,east,450,400,470,0,1,1,65,3,0,9,0,Y,3.81
F,west,410,440,450,0,1,1,,3.47,1,9,1,Y,1.02
F,west,380,310,330,0,1,1,,2.87,1,9,1,Y,1.84
M,west,500,470,420,0,1,1,80,2.7,0,9,0,N,2.76
M,west,400,470,450,0,1,1,,3.2,0,1,0,Y,3.72
M,east,550,640,690,0,1,0,71,3.5,0,4,1,Y,3.75
F,east,680,600,630,0,1,0,97,4,0,3,1,Y,3.93
F,east,480,490,520,0,0,0,48,3,1,4,0,Y,1.95
M,east,430,430,490,0,1,1,42,2.8,0,6,0,Y,3.36
M,west,410,370,490,0,1,0,38,2.3,1,4,0,Y,2.38
M,west,550,560,480,0,1,0,64,2.8,0,7,0,Y,2.44
M,east,460,510,550,0,1,0,65,2.9,0,7,0,Y,3.35
F,west,460,470,440,0,1,0,,2.64,0,2,0,Y,3.05
F,east,520,480,500,1,1,0,,2.68,0,3,0,Y,2.88
M,Out,490,500,510,0,1,1,81,3.1,0,NA,1,Y,3.21
M,Out,470,500,510,1,1,0,7,2.3,0,NA,0,N,1.85
F,west,530,570,520,0,1,1,60,2.7,1,4,0,N,2.72
M,west,440,400,480,0,1,0,37,2.7,0,6,0,Y,2.85
F,west,520,350,490,0,1,1,40,3.03,0,4,0,N,2.95
M,west,510,530,570,0,1,0,,3.3,1,2,0,Y,2.49
F,west,620,560,600,1,1,0,57,3.2,0,6,0,Y,3.2
F,east,340,390,330,0,1,1,42,2.3,0,9,1,N,2.16
M,Out,530,460,510,0,1,0,,2.3,0,NA,0,Y,2.36
M,east,530,540,590,0,1,1,30,2.4,1,3,0,Y,2.24
M,east,500,570,550,0,1,1,71,3.53,0,5,1,Y,3.56
M,west,520,560,470,0,1,0,92,3.7,0,6,0,Y,3.96
M,Out,590,560,540,0,1,0,,3.8,1,NA,1,N,3.67
M,west,610,640,560,0,1,1,78,4,1,4,1,Y,3.8
F,west,470,480,540,0,1,0,89,2.5,1,9,0,Y,0
M,east,510,470,440,0,1,1,,2.18,0,3,0,Y,2.14
M,east,530,470,460,0,0,1,69,2.9,0,NA,1,N,0
F,east,430,480,450,1,1,0,69,3,1,6,0,Y,3.07
F,Out,590,570,510,0,1,0,,2.3,0,NA,0,Y,0.56
M,east,620,610,560,0,1,1,35,2.4,0,5,0,Y,1.61
M,east,460,530,540,0,1,0,48,2.8,1,5,1,Y,2.2
F,west,480,480,590,0,1,0,53,2.4,0,8,0,N,0
M,east,520,580,530,0,1,0,43,3.1,0,3,0,Y,2.25
M,west,420,490,390,0,1,0,,2.7,0,4,0,Y,2.26
F,east,560,310,490,0,0,0,58,3.1,0,5,0,Y,0
M,east,620,550,500,0,1,1,22,2.3,1,8,0,Y,2.56
M,west,590,560,610,0,1,0,,2.7,0,2,0,Y,2.61
M,west,570,500,460,0,1,0,,2.5,1,1,0,N,0.92
M,Out,570,690,600,1,1,0,,3.3,0,NA,1,Y,3.83
M,west,460,590,490,0,1,0,70,3.1,0,6,0,Y,3.54
F,east,410,490,520,0,0,1,56,2.7,0,7,0,Y,2.32
M,west,550,600,490,0,1,1,,3.2,0,2,0,N,3.13
F,west,430,380,460,0,1,1,96,3.52,0,9,1,Y,2.75
M,east,620,690,700,0,0,1,53,3,0,4,0,Y,2.1
M,west,600,470,530,0,1,1,,2.7,0,2,0,Y,1.89
M,west,480,420,450,0,1,1,10,2,0,9,0,N,1.22
F,west,520,600,530,0,1,0,,3.7,0,5,0,N,3.93
F,east,680,490,600,0,0,0,36,2.5,0,5,1,Y,2.75
F,east,380,420,430,0,1,0,92,4,1,6,1,Y,2.78
M,west,450,500,510,0,1,0,33,2.5,0,4,0,N,3.19
F,west,370,390,340,0,1,1,67,2.94,0,9,1,Y,2.22
F,west,430,420,410,0,1,1,49,2.8,0,6,1,Y,2.93
M,Out,560,530,490,1,0,1,,2.3,0,NA,0,N,0
F,east,600,520,590,0,1,1,62,3.1,0,4,0,Y,2.98
F,east,490,480,510,0,1,1,77,2.84,0,6,0,Y,3.35
M,east,,,,0,1,0,66,3.4,0,6,0,N,3.4
M,east,490,540,430,0,1,0,61,3,0,8,0,Y,2.3
M,east,430,470,350,1,1,0,35,2.3,0,6,0,N,0
M,east,530,580,450,0,1,0,39,2.8,0,7,0,Y,2.96
F,east,510,490,520,0,1,1,67,3,0,4,0,Y,2.07
M,east,520,510,520,0,0,0,78,3.38,0,7,1,Y,3.04
F,east,640,580,690,1,1,0,,3.9,1,2,1,N,3.71
F,east,490,520,580,0,0,1,87,3.3,0,7,1,Y,3.3
F,west,490,560,550,0,1,0,59,2.5,0,7,0,Y,2.91
M,west,420,420,420,0,1,1,40,2.6,1,7,0,Y,3.56
F,east,590,470,570,0,0,1,,3.7,0,8,0,N,1.41
F,west,430,460,430,0,1,1,31,2.38,0,9,0,Y,2.39
M,west,540,450,460,0,1,1,57,2.6,0,7,0,N,3.42
F,west,470,530,490,0,1,0,,3,0,3,0,N,0
M,west,540,460,480,0,1,0,,2.3,0,8,0,Y,3.47
F,east,530,530,570,0,1,1,,3.42,0,8,0,Y,3.63
M,west,530,500,530,0,1,0,,3.3,0,2,0,N,3.42
F,west,580,470,620,1,1,0,94,3.7,1,6,0,Y,3.88
M,east,460,470,420,0,1,0,,2.83,0,2,0,Y,2.28
M,east,440,480,480,0,0,1,58,2.68,0,NA,0,N,3.02
F,east,440,530,460,0,1,0,,3,0,3,1,Y,2.89
F,Out,590,500,590,0,1,1,88,3.7,0,NA,1,N,3.73
M,east,500,540,490,0,0,1,84,3.09,0,9,1,Y,1.53
F,west,370,300,440,0,1,1,,3,0,9,1,Y,2.56
M,west,500,540,580,0,0,0,50,3,0,4,0,N,2.91
F,east,530,570,600,0,0,1,57,2.9,0,3,0,Y,3.76
F,east,510,420,490,0,1,0,29,2.7,0,4,0,Y,2.34
M,west,490,430,540,0,1,0,,2.72,0,2,0,N,2.12
F,east,430,400,520,0,0,1,37,2.6,0,3,0,Y,2.82
F,west,520,470,420,0,1,0,,2.6,0,2,0,Y,1.88
M,east,560,510,410,0,0,1,45,3,0,3,0,Y,3.18
F,west,550,530,610,1,1,1,45,3.1,0,2,0,Y,2.13
M,west,600,620,450,0,1,0,,3,1,2,0,Y,1.55
F,west,440,430,400,0,1,0,28,2.31,1,9,1,Y,1.24
M,west,410,410,540,0,1,0,,2.4,0,1,0,Y,2.2
F,east,450,480,520,0,1,1,50,3.1,0,6,0,Y,3.64
M,west,510,570,600,0,1,1,,2.8,1,1,1,Y,2.34
M,east,430,490,480,0,0,0,66,3,0,3,0,Y,3.87
M,west,430,510,430,0,1,1,,2.7,0,9,1,N,0
F,west,,,,0,0,1,,2.7,0,2,1,N,0
F,west,450,540,530,0,1,1,,3.4,1,2,0,Y,2.65
M,west,570,620,460,1,1,0,59,3.1,0,8,0,N,0
M,west,460,440,430,0,1,0,50,2.29,0,9,0,Y,1.87
M,west,460,530,400,0,1,1,58,2.8,0,6,0,N,0
F,west,480,430,540,0,1,0,,2.65,1,9,1,N,1.61
F,west,480,420,530,0,1,0,48,3.3,0,4,0,N,0
M,east,520,530,500,0,1,1,46,2.7,0,8,0,N,0.77
F,west,570,410,500,0,1,0,47,3,0,4,0,Y,2.51
F,NA,500,490,570,0,1,1,88,3.8,1,NA,0,Y,3.29
M,west,450,440,440,0,1,1,28,2.4,0,2,0,Y,1.84
F,east,,,,0,0,0,69,3.2,1,3,0,Y,3.54
F,west,480,520,470,0,0,1,,2.6,0,2,0,N,0
F,east,,,,0,0,1,66,3.2,1,4,0,Y,3.13
M,east,570,510,440,0,1,1,34,2.7,0,5,0,Y,2.9
M,west,460,480,410,1,1,0,,3,0,4,0,N,0
F,Out,390,390,470,1,1,1,40,2.8,0,NA,0,Y,3.62
M,east,670,710,650,0,0,1,,3.58,1,3,0,N,4
M,west,460,560,480,0,1,1,50,3,0,6,0,N,0
F,west,550,450,550,0,1,0,,2.7,0,1,0,Y,2.92
F,east,520,560,530,0,1,0,72,3.6,0,4,0,Y,3.22
M,east,560,590,530,0,1,0,57,3.1,0,5,1,N,3.58
M,west,540,570,530,1,1,0,89,3.9,0,8,1,Y,3.59
F,east,560,440,500,0,0,1,57,3.03,0,7,0,N,0
F,east,430,510,490,0,1,1,63,3.3,1,4,0,N,0
F,west,460,350,420,0,1,1,48,3,1,6,0,Y,2.08
F,east,460,420,510,0,0,1,89,4,1,6,0,Y,2.99
M,east,460,560,480,0,1,1,72,3.3,0,3,1,Y,3.43
M,west,640,520,540,1,1,0,45,2.7,1,4,0,Y,2.58
F,east,580,600,670,1,1,1,82,3.4,0,5,0,Y,3.65
M,west,480,500,560,0,1,0,65,2.9,0,4,0,Y,3.5
F,east,410,470,420,1,1,1,56,3.1,0,3,0,N,3.47
F,west,500,470,550,0,1,1,70,3.4,0,4,1,N,3.06
F,east,470,500,500,0,0,1,87,3.41,0,7,0,Y,3.53
F,west,540,490,660,0,1,0,52,3,0,4,0,Y,3.26
F,east,580,380,530,0,1,0,,2.57,0,3,0,Y,0
F,east,580,380,530,0,1,0,,2.57,0,3,0,Y,0
F,east,630,520,620,0,1,1,83,3.8,0,4,1,Y,3.95
M,west,600,450,590,0,1,0,45,2.89,0,4,0,N,1.99
F,west,510,430,460,0,1,0,65,3.3,0,6,0,Y,3.04
F,east,490,440,490,0,0,0,58,2.9,0,3,0,Y,3.56
M,west,480,530,500,0,1,0,,2.6,1,1,0,Y,1.85
F,east,430,500,490,0,1,0,71,3.2,0,6,0,Y,3.83
M,east,460,440,450,0,0,1,,2.8,0,2,0,N,0
M,east,460,490,510,0,1,0,26,2.6,0,4,0,Y,3.97
M,west,640,620,590,0,1,0,51,3.3,0,4,0,Y,1.91
F,east,430,370,390,0,0,1,76,3.4,0,8,0,Y,2.91
M,east,490,620,560,0,1,1,,3.24,0,2,0,Y,2.6
F,west,440,500,450,0,1,1,50,2.8,0,8,0,Y,2.2
F,east,590,470,470,0,1,1,53,2.4,0,6,1,N,3.72
M,west,460,540,490,0,1,0,,3.6,1,2,0,N,2.76
F,west,430,450,460,0,1,1,43,2.7,0,4,1,N,3.45
F,east,570,500,630,0,1,0,,3,0,8,1,Y,2.76
M,Out,480,500,450,1,1,1,,2.3,0,NA,0,Y,2.52
F,west,580,550,600,0,1,1,,2.9,0,1,0,N,2.82
M,west,430,490,560,1,1,0,,2.9,0,2,0,Y,2.72
F,east,460,480,400,0,1,0,,2.94,0,2,0,Y,2.93
M,west,510,470,440,0,0,0,,3.6,0,NA,0,N,3.65
M,west,510,520,520,0,1,1,45,2.6,0,7,0,N,3.06
M,west,530,420,460,1,1,0,18,2.4,0,8,0,Y,2.28
M,east,410,540,430,0,1,0,45,2.9,0,6,0,N,0
M,west,550,570,590,0,1,0,,2.3,0,2,0,N,0.84
F,east,510,420,500,0,0,1,67,3.4,1,6,0,N,0
F,west,470,420,430,0,1,1,,3.7,0,4,1,N,0
M,east,460,500,480,1,1,1,39,2.8,0,6,0,Y,2.65
F,west,440,410,470,0,1,0,,2.32,0,2,0,N,1.6
M,east,500,470,460,1,1,0,57,3.3,1,4,0,Y,2.77
M,Out,610,640,570,0,1,0,,2.5,0,3,0,Y,1.53
F,east,520,440,480,0,1,1,77,3.6,0,6,1,Y,2.93
F,Out,510,520,540,0,1,0,82,3.8,0,NA,1,Y,3.39
M,east,570,540,510,0,1,0,,2.37,0,2,0,Y,3.38
F,west,370,450,260,0,1,1,68,3.1,1,9,0,N,2.8
M,west,530,530,460,0,1,1,,2.74,0,2,0,Y,0.91
F,east,480,480,450,1,1,1,56,2.9,0,8,0,N,3.55
M,east,450,480,440,0,1,1,47,2.87,0,4,0,Y,2.08
M,west,470,600,500,0,1,1,,3.1,0,2,0,N,3.25
M,east,520,570,390,0,0,0,,2.55,0,3,0,Y,3.2
F,east,640,660,670,0,0,1,,2.8,0,3,0,Y,3.68
M,west,410,420,440,0,1,1,50,3.22,0,4,0,Y,3.2
F,west,630,570,590,0,1,1,,2.68,0,2,0,Y,3.08
M,west,620,550,520,0,1,0,,2.5,0,1,0,N,2.78
M,west,630,620,690,0,1,1,69,3,1,7,0,N,3.17
M,west,520,530,530,0,1,0,,2.7,0,8,0,Y,2.5
F,east,500,450,520,0,1,1,46,3,0,3,0,Y,2.78
M,west,460,440,470,0,1,1,52,2.8,0,8,0,N,1.48
F,west,440,560,540,0,1,0,82,3.7,1,4,0,N,3.81
F,east,430,400,410,0,1,1,,,0,3,1,N,0
M,east,500,420,540,0,1,0,,3,0,8,0,Y,2.56
F,west,470,450,560,0,1,0,,2.79,0,2,0,Y,3.08
F,east,540,500,520,0,1,1,62,3.3,0,3,0,Y,3.45
F,east,500,470,520,0,0,1,45,3,1,3,0,Y,3.27
F,Out,400,470,300,0,1,0,58,3.4,0,NA,1,Y,2.13
F,east,590,500,480,0,0,0,,3.9,0,8,1,Y,3.52
M,west,560,470,470,0,1,1,35,2.4,0,8,1,Y,2.3
F,west,270,380,380,0,1,1,,2.61,0,9,0,Y,2.61
M,west,560,560,520,0,1,1,34,2.7,0,6,0,N,2.84
F,west,480,510,570,0,1,1,50,3.2,0,3,0,N,3.02
M,east,490,500,490,0,0,1,,2.67,1,9,0,N,1.16
F,east,500,420,490,0,1,0,,3.6,0,5,1,Y,3.53
M,east,,,,0,0,0,48,3,1,3,0,Y,2.72
M,east,550,610,560,0,0,1,61,2.9,1,6,0,Y,2.2
F,west,570,500,530,0,1,0,84,3.3,1,7,1,Y,2.89
M,west,500,530,540,0,1,1,,3.3,0,8,0,Y,1.77
F,east,570,610,530,0,0,0,73,3.5,1,3,0,Y,3.5
M,west,560,440,490,0,1,0,,2.42,0,2,0,N,0
M,west,640,540,620,0,1,0,24,,0,2,0,N,2.21
F,east,530,450,500,0,0,1,73,3.1,1,9,0,N,0
F,west,580,410,560,0,1,1,80,3.3,0,8,1,Y,3.15
F,west,560,450,490,0,1,1,31,2.3,0,4,0,N,1.32
M,east,340,460,420,0,1,0,,3.2,1,3,0,Y,3.34
F,east,560,540,520,1,1,0,72,3.5,0,6,0,Y,3.38
M,west,460,430,490,0,1,0,,2.5,0,2,0,Y,2.08
F,west,500,490,500,0,1,1,,3,0,2,0,Y,3.29
M,west,610,600,670,0,1,0,68,3.3,0,8,0,N,0
M,west,460,460,410,0,1,1,,2.88,0,4,0,N,0
M,east,520,590,550,0,0,1,44,2.5,0,7,0,N,1.01
F,west,600,640,570,0,1,0,58,2.7,0,4,0,Y,3.81
M,east,520,480,530,0,1,0,,2.57,0,2,0,N,0.44
M,west,490,590,450,0,1,0,,3.7,0,4,0,Y,3.27
M,east,550,470,500,0,0,1,39,2.7,0,9,0,N,2.19
M,west,490,470,440,0,1,1,,2.5,0,2,0,N,2.96
M,east,490,460,430,0,1,1,,2.5,0,2,0,Y,2.67
F,east,480,490,510,0,1,0,,2.7,1,8,1,Y,2.27
M,NA,420,540,520,0,1,1,45,2.62,0,3,1,Y,3.04
F,east,500,490,560,0,1,0,89,3.7,1,3,0,Y,3.96
F,east,460,500,500,0,1,1,58,2.7,0,6,0,Y,2.06
F,east,530,590,460,0,0,1,83,3.6,0,7,1,Y,3.85
F,east,,,,0,1,1,74,3.3,1,7,0,Y,2.68
M,west,620,610,570,0,1,1,75,3.4,1,8,0,Y,2.88
M,east,610,600,610,0,0,0,29,2.6,0,3,0,N,2.58
M,west,490,520,490,0,1,1,,2.8,0,NA,1,Y,2.59
M,east,500,510,490,0,0,0,72,3.7,1,6,0,N,1.85
F,west,640,490,670,0,1,0,,3.1,0,2,0,N,0
F,west,590,650,620,0,1,1,92,4,0,3,1,Y,3.9
F,west,500,540,490,0,1,1,55,3.7,0,4,0,N,2.77
F,west,590,510,670,0,1,0,,3.3,0,2,0,Y,2.81
M,west,430,500,560,0,1,0,74,3.3,1,8,1,Y,2
F,west,420,520,480,0,1,0,,3.6,0,2,0,Y,3.36
M,east,580,510,580,1,1,1,48,3,0,4,0,N,3.58
F,east,670,510,560,0,1,1,73,3.4,1,5,1,Y,3.6
F,east,500,450,530,0,0,1,,,0,3,1,Y,3.64
F,Out,470,470,520,1,1,1,55,3.3,0,5,0,Y,3.5
M,east,570,500,550,0,1,0,30,2.7,0,9,1,N,1.61
M,east,390,440,380,1,1,1,50,3,0,6,1,Y,3.21
F,west,630,570,640,0,1,0,73,2.6,1,9,0,Y,1.95
M,east,600,550,640,0,0,1,96,4,0,9,0,N,3.82
F,west,460,600,520,1,1,1,45,2.9,1,2,0,Y,3.36
M,east,500,540,460,0,1,1,66,3.1,0,3,0,Y,3.06
F,west,520,650,620,0,1,0,,3.4,0,3,0,Y,3.97
M,west,600,500,550,0,1,1,,2.4,0,1,0,Y,3.07
M,west,510,540,520,0,1,1,,3.3,0,2,0,N,3.55
M,west,490,530,410,0,1,0,,2.6,0,2,0,N,2.52
F,west,510,540,530,0,1,1,66,3,0,6,0,Y,3.9
M,Out,490,510,400,1,1,1,36,3,0,NA,0,N,0
M,west,560,610,530,1,1,1,63,3.3,0,8,0,N,2.37
F,east,560,530,620,0,1,0,71,3,0,4,0,Y,2.84
M,west,410,560,400,0,1,1,53,3,0,8,1,Y,1.5
M,west,610,670,630,0,1,0,,3.6,0,2,0,N,0
M,west,490,490,430,1,1,0,66,2.9,0,8,0,Y,2.32
F,west,500,460,460,0,1,0,62,3,0,4,0,Y,2.56
F,west,560,520,600,0,1,1,76,3.2,0,8,1,N,3.32
F,east,500,540,470,0,0,1,,3.34,0,9,0,N,3.51
M,west,570,520,530,0,1,1,67,3.2,0,8,0,Y,0
M,west,570,520,530,0,1,1,67,3.2,0,8,0,Y,0
F,west,480,540,470,0,1,1,54,2.84,0,6,0,Y,3.32
M,east,650,550,600,0,0,1,78,3,0,9,1,Y,2.11
F,west,450,410,430,0,1,0,64,2.9,0,6,0,Y,2.18
M,east,490,550,490,0,0,0,28,2.65,1,4,0,N,0
F,west,520,610,530,1,1,0,53,3.09,0,2,0,Y,2.92
F,west,480,400,460,0,1,1,93,3.08,0,9,1,N,3.22
M,Out,,,,0,0,0,,,0,NA,0,Y,2.98
F,west,440,510,420,0,1,1,,3.37,0,9,1,Y,2.48
F,east,,,,0,1,1,42,3,0,7,1,N,2.64
M,west,570,570,580,0,1,0,,3.7,0,3,0,N,0
M,east,500,540,470,0,0,0,73,3.12,0,7,0,Y,2.01
M,east,620,600,560,0,0,1,,2.7,1,3,0,Y,2.78
F,Out,,,,0,1,0,,,1,NA,1,Y,3.55
M,west,600,590,690,0,1,0,15,2.3,0,8,0,N,0
F,east,390,420,410,0,1,1,,3.3,0,8,0,N,0.46
F,west,520,590,520,0,1,0,,3.6,0,2,0,Y,3.93
M,west,570,750,510,1,1,0,60,,1,3,0,Y,3.27
F,east,670,500,600,0,1,0,70,,1,7,0,N,0.31
F,west,600,520,590,0,1,1,,2.7,1,8,0,Y,0
F,west,,,,0,1,1,,3,0,8,1,N,2.33
F,west,520,510,490,0,1,1,66,3.3,0,4,1,N,3.04
M,Out,530,660,650,1,1,0,74,3.6,0,NA,1,N,3.07
M,west,560,570,560,0,1,0,,3.3,0,2,0,N,3.14
M,west,490,510,520,0,1,0,37,3,0,4,0,Y,2.77
M,east,530,540,470,0,0,0,,3,1,9,0,N,0
M,east,,,,0,0,0,,2.5,1,NA,0,N,0.52
F,east,,,,0,0,0,95,3.8,0,9,1,Y,3.3
M,east,570,530,540,0,0,1,94,3.67,0,9,1,Y,3.71
F,east,550,510,500,0,0,1,86,3.3,0,9,1,Y,3.41
F,east,460,450,420,0,0,1,83,3.2,0,9,1,Y,2.95
M,east,330,350,350,0,0,0,91,3.5,0,9,1,Y,3.3
M,east,540,590,550,0,0,1,97,4,0,9,1,Y,2.48
M,east,530,560,640,0,0,1,90,3.9,0,9,1,N,1.4
F,east,490,440,430,1,1,1,55,2.9,0,8,0,N,2.64
M,west,510,520,580,0,1,0,,2.8,0,2,0,Y,3.15
M,east,650,590,550,0,1,0,62,2.8,1,9,1,N,2.15
M,east,490,500,530,0,1,0,90,3.4,1,9,1,Y,3.35
M,east,510,510,490,0,0,1,76,3.1,1,9,1,Y,1.93
M,east,,,,0,0,0,87,3.6,0,9,0,Y,2.92
