Gender,East/West/Out,VSAT,MSAT,WSAT,Athletics,Housing,FGEN,HSRank,HSGPA,Stem,ERG,GotSchol,Retained,1st_yr_GPA
M,west,500,610,490,0,1,1,42,2.8,0,3,0,Y,3.32
F,east,350,310,260,0,1,0,95,3.93,0,9,1,Y,3.8
F,east,500,530,520,0,0,0,33,2.73,0,3,0,Y,2.56
M,Out,540,480,500,1,1,1,,2.3,1,NA,0,Y,2.41
F,east,650,500,560,0,1,1,28,2.46,1,3,0,Y,3.29
F,east,570,480,570,0,0,1,66,3.3,1,4,0,Y,3.82
M,Out,420,580,490,0,1,0,46,2.9,0,NA,0,Y,3.76
F,east,560,560,570,0,1,0,,3.73,1,5,0,Y,3.74
F,east,610,510,480,0,1,1,,,0,9,0,N,0
F,east,570,560,610,0,1,0,,3.12,0,5,0,Y,2.65
F,west,450,560,430,0,1,0,71,3.4,1,4,0,Y,2.97
M,east,490,650,480,0,1,1,,3,0,2,0,Y,2.73
F,east,470,570,420,0,0,0,35,2.3,0,7,0,Y,2.4
F,east,570,520,720,0,0,0,,3,0,3,1,Y,3.58
M,east,500,660,470,0,1,1,,2.4,1,2,0,Y,2.4
F,west,470,500,440,0,1,1,67,2.9,0,4,0,Y,3.49
M,west,370,340,420,0,1,0,43,2.5,0,4,0,Y,3.34
F,NA,490,470,490,0,1,0,,2.9,0,NA,0,Y,2.62
M,east,600,650,630,0,0,0,73,3.4,1,3,0,Y,3.24
M,east,600,490,610,0,1,0,57,2.7,0,9,0,Y,2.3
M,west,360,530,420,0,1,0,71,3,1,9,0,Y,2.79
M,west,490,430,390,0,1,0,39,2.4,0,8,0,N,0
M,west,400,340,390,0,1,1,93,3.6,0,9,1,Y,2.67
F,east,560,530,560,0,1,0,75,3.25,0,5,0,Y,3.93
F,east,570,550,580,0,0,0,87,3,0,9,0,Y,3.64
M,east,400,560,370,0,1,0,92,4,1,8,0,Y,2.41
F,east,570,610,620,0,1,0,,3.14,0,3,1,Y,3.85
M,west,430,420,440,1,1,0,,2.7,0,3,0,Y,2.96
M,east,530,490,580,0,1,0,46,3,0,4,0,Y,2.84
F,west,430,410,410,0,1,1,30,2.2,0,8,0,N,0
M,west,440,510,540,0,1,1,,2.5,0,1,0,Y,2.89
M,west,520,630,630,0,1,0,,2.8,0,2,0,N,3.04
F,east,510,440,560,0,1,1,54,2.4,0,6,0,N,0
F,NA,450,540,410,0,1,0,,2.7,0,NA,0,Y,2.41
M,NA,340,550,370,0,0,0,,3.12,0,8,0,Y,2.96
M,west,510,610,430,0,1,0,75,3.8,0,3,0,N,3.71
M,west,620,570,490,0,1,1,,2.15,0,9,0,N,2.3
M,west,320,300,280,0,1,1,,1.6,0,2,0,Y,1.02
M,NA,410,420,450,0,1,1,38,2.7,0,9,1,N,2.16
F,east,510,480,520,0,0,1,75,3,0,7,0,Y,3.39
M,east,680,620,670,0,0,0,,3.9,0,NA,1,Y,3.71
M,west,480,500,540,0,1,0,42,3,0,3,0,Y,1.46
M,west,540,520,510,0,1,0,,3.1,0,1,0,Y,1.96
F,east,410,590,510,0,1,1,,2.7,0,2,0,Y,3.12
F,NA,390,420,480,1,1,0,46,2.5,0,NA,0,Y,2.72
M,east,560,460,520,0,1,1,59,2.7,1,9,0,Y,2.45
F,west,480,480,480,0,1,0,,2.9,0,5,0,N,0
M,east,510,550,640,0,1,0,75,3.58,0,4,0,Y,3.48
F,west,340,320,440,0,1,1,78,3.7,0,8,0,N,2.08
M,west,610,540,650,0,1,0,,2.7,0,2,0,N,2.28
F,east,470,350,520,0,0,1,79,3,0,6,0,N,1.06
F,west,500,410,420,0,1,1,,2,0,2,0,Y,1.46
F,east,550,540,610,0,0,0,98,3.8,0,9,1,Y,3.87
F,east,520,510,620,0,1,1,84,3.7,0,6,1,Y,3.09
F,NA,460,520,500,0,1,1,56,2.6,0,NA,0,Y,0
M,west,450,580,490,0,1,0,43,2.18,0,8,0,N,2.5
F,west,530,510,540,0,1,1,56,2.7,0,4,0,Y,3.15
F,east,440,450,410,0,1,1,63,2.7,0,7,1,Y,2.52
M,NA,560,490,530,0,1,0,,2.55,0,2,0,Y,2.8
F,east,400,480,500,0,1,1,83,3,0,7,1,Y,2.42
F,west,630,470,520,0,1,0,,3.5,0,2,0,Y,3.78
M,east,440,470,440,0,1,0,21,2.5,0,4,0,Y,2.95
F,east,470,460,450,0,1,1,,3.1,1,8,0,Y,2.9
M,NA,410,530,360,0,1,0,34,2.5,0,NA,0,N,2.43
F,east,460,470,590,0,0,0,,2.75,0,3,0,Y,2.82
M,NA,690,570,560,0,0,0,73,3.22,0,5,1,N,2.56
M,west,540,530,570,0,1,1,,2.8,0,4,1,Y,2.41
F,west,390,400,390,0,1,1,27,2.1,0,8,1,Y,2.35
F,east,350,310,390,0,1,1,70,3.45,1,NA,0,Y,3.07
F,east,520,400,520,0,0,1,,2.4,0,3,0,Y,2.2
F,west,410,460,530,0,1,1,49,2.8,0,8,1,N,1.64
M,west,,,,1,1,1,10,2.4,0,8,1,Y,2.53
M,west,650,640,630,0,1,1,55,2.95,0,2,0,Y,3.08
F,east,530,600,600,0,1,0,,2.33,0,3,0,Y,1.85
M,east,580,470,590,0,0,1,31,2.67,0,3,0,Y,3.27
M,east,500,490,480,0,1,1,29,2.2,0,8,0,Y,2.28
M,west,480,550,450,0,1,1,12,2.025,0,3,0,N,1.29
F,west,440,390,420,0,1,0,54,2.62,0,8,0,Y,2.11
F,west,560,410,460,0,1,1,78,3.5,0,4,0,N,0
F,east,530,470,480,0,1,1,26,2.71,0,3,0,N,1.28
F,west,570,520,490,0,1,0,78,3.2,0,8,0,Y,2.32
M,west,500,430,420,0,1,0,,2.55,0,2,0,Y,1.88
F,west,390,580,550,0,1,1,72,3.7,0,4,0,Y,3.66
F,NA,460,390,450,0,1,1,66,3,0,NA,1,Y,0
M,east,500,620,470,0,1,1,,2.1,0,2,0,Y,1.8
M,west,490,520,510,0,1,0,,2.6,0,1,0,Y,2.42
F,east,580,500,520,0,0,0,,2.7,0,3,0,Y,3.16
M,west,560,630,540,0,1,0,25,2.55,0,2,0,Y,2.93
F,NA,450,380,450,0,0,1,76,3,1,NA,0,N,1.05
F,west,460,440,450,0,1,1,,3.1,0,1,1,N,2.67
M,NA,300,700,350,0,1,1,,3.3,0,8,1,N,0
F,west,470,540,450,0,1,0,70,3,0,6,0,Y,3.56
M,east,510,630,470,0,0,0,67,2.7,1,7,0,Y,2.67
M,west,460,570,510,0,1,0,96,4,0,9,0,Y,2.89
M,west,440,490,450,0,1,0,63,2.9,0,8,0,Y,1.98
M,west,500,540,530,0,1,1,,2.6,0,2,0,Y,2.12
F,east,670,510,610,0,1,0,70,3.36,0,NA,1,Y,2.7
F,west,,,,0,1,0,,2.4,0,2,0,N,0
M,west,590,500,620,0,1,0,,3.6,0,2,0,Y,3.31
F,east,440,550,510,0,0,1,,3.3,1,8,0,N,2.85
M,west,490,520,550,0,1,0,75,3.7,1,4,0,Y,3.71
F,NA,470,460,480,0,1,0,69,3.1,0,NA,0,Y,3.08
F,west,440,410,400,0,1,1,28,2.2,0,8,1,Y,2.46
M,west,320,330,290,0,1,0,37,2.08,0,8,0,N,0.15
M,west,500,570,500,0,1,1,,2.8,0,1,1,N,3.14
M,west,780,580,580,0,1,0,,,0,2,0,Y,1.67
M,west,560,600,510,0,1,1,62,3,1,8,0,Y,2.49
M,east,510,710,520,0,1,0,74,2.7,1,3,0,Y,3.5
M,east,610,570,650,0,0,1,82,3.44,0,7,0,Y,3.06
F,west,500,520,500,0,1,1,,2.9,0,2,0,N,0
M,NA,480,540,480,0,1,0,45,2.3,0,NA,0,Y,2.73
M,east,500,570,480,0,0,1,90,3.7,0,8,0,Y,2.73
F,east,600,580,570,0,1,0,91,3.87,0,6,1,Y,3.51
F,west,550,480,510,0,1,1,58,2.7,0,4,0,Y,3.14
F,east,590,470,540,0,1,1,,2.9,0,8,0,Y,3.08
F,east,470,500,470,0,1,0,42,2.92,0,NA,1,N,2.61
F,west,420,500,430,0,1,1,38,2.5,0,8,0,Y,2.69
M,east,550,530,420,0,1,1,27,2.7,1,6,0,Y,2.28
M,east,610,570,550,0,1,0,,3,1,2,0,Y,3.74
M,east,470,470,460,0,1,0,33,2.5,0,5,0,N,0
M,east,510,570,470,0,0,1,80,2.79,1,9,0,Y,2.51
F,east,550,490,560,0,1,1,96,3.3,0,8,0,Y,3.48
M,east,620,530,550,0,1,1,45,2.7,1,8,0,N,0
F,east,520,570,470,0,1,0,48,,0,3,0,Y,2.57
F,east,390,430,390,1,1,1,70,2.9,0,9,0,Y,2.91
F,east,520,520,510,0,0,1,94,3.48,1,9,0,N,3.13
M,east,490,570,440,0,1,0,46,3,0,6,0,N,0
M,east,330,360,210,0,0,1,81,3.32,0,9,0,Y,2.62
M,NA,570,400,520,0,1,0,87,3.3,0,5,0,Y,2.6
M,west,480,540,490,0,1,0,44,3.1,0,3,0,N,0
M,west,550,660,620,0,1,0,,2.6,0,2,0,N,3.49
M,west,510,620,600,0,1,0,,4,1,3,1,N,3.63
F,east,450,460,460,0,1,1,48,3,0,4,0,Y,2.82
F,west,520,390,470,0,1,1,64,2.8,0,9,1,Y,2.28
F,west,560,530,490,0,1,0,,2,0,NA,0,Y,2.02
F,east,490,540,490,0,1,1,47,2.88,1,7,0,Y,2.7
M,west,530,610,460,0,1,1,49,2.5,0,6,0,N,0.66
F,west,620,580,610,0,1,1,87,3.8,1,8,0,Y,3.08
M,west,580,520,530,0,1,0,60,3.2,0,8,0,N,3.8
M,west,470,510,500,0,1,0,,2.3,1,2,0,Y,2.77
M,west,540,610,460,0,1,0,48,2.75,0,8,0,N,0
F,NA,420,490,490,0,1,0,34,2.7,0,NA,0,Y,2.34
F,east,620,490,610,0,0,0,53,3.3,0,3,0,Y,3.53
F,NA,530,490,490,0,1,1,69,3.3,0,NA,0,N,2.87
M,east,540,570,580,0,1,0,65,3,0,5,0,Y,2.86
F,east,490,500,560,0,1,1,80,3.5,0,3,0,N,3.61
M,west,540,500,490,0,1,1,74,3.4,0,8,0,Y,2.32
M,west,550,610,570,0,1,0,44,2.6,0,8,0,Y,2.9
F,east,460,480,510,0,1,0,55,2.7,0,6,1,Y,2.91
M,west,440,560,450,0,1,1,,2.9,0,2,0,Y,3.26
M,west,410,420,390,1,1,1,,2.5,0,2,0,Y,1.43
F,east,580,590,570,0,0,1,85,3.5,0,7,0,Y,2.61
M,west,520,570,540,0,1,0,25,2.4,1,2,0,N,0.13
M,west,450,530,420,0,1,0,,2.4,1,2,0,Y,2.43
M,west,490,520,370,0,1,0,,2.33,0,2,0,Y,2.57
F,west,490,570,490,0,1,0,75,3.6,1,8,0,Y,3.2
F,west,620,470,560,0,1,1,72,3.22,0,8,0,Y,3.19
M,east,410,460,410,0,0,1,80,3,0,9,0,N,3.5
F,west,400,430,420,0,1,1,57,3,0,NA,0,Y,2.54
M,west,760,710,670,0,1,1,,3.5,0,2,1,Y,2.68
F,east,640,560,590,0,0,0,52,3.3,0,4,0,Y,3.4
F,west,530,530,420,0,1,1,,2.5,0,9,0,Y,2.8
F,east,530,520,550,0,1,1,,2.9,1,2,0,Y,1.84
F,west,490,490,540,0,0,1,,3.16,1,2,0,Y,3.47
F,east,500,500,520,0,1,0,89,3.1,0,8,0,Y,2.53
M,west,420,460,370,0,1,1,26,2.3,0,8,0,N,0
M,east,680,670,590,0,1,0,,3.6,0,2,0,Y,1.93
M,west,360,330,330,0,1,0,29,2,0,8,0,Y,1.31
M,east,530,560,580,0,0,1,70,3.67,0,3,0,Y,3.45
M,east,480,460,410,0,0,0,75,2.98,1,9,0,Y,2.67
M,NA,,,,0,0,0,,3.7,1,NA,0,N,3.62
M,west,530,500,560,1,1,0,,2.8,0,1,1,Y,3.16
F,east,550,510,520,0,0,1,,3.1,0,9,0,Y,1.38
M,east,530,610,580,0,0,0,62,3.1,0,8,0,Y,2.84
F,east,740,560,730,0,0,1,95,4.02,0,8,1,Y,3.9
M,east,560,510,520,0,1,1,80,3.5,0,8,1,Y,3.78
M,east,570,520,580,0,0,1,75,3.43,0,8,0,Y,3.28
F,east,480,580,520,0,0,1,79,3.6,0,8,0,Y,3.63
F,east,550,460,540,0,0,0,85,3.6,0,8,0,Y,3.55
M,Out,290,520,340,0,0,1,,,1,NA,0,Y,3.94
F,east,,,,0,0,0,,4,1,2,1,N,4
M,west,550,500,530,0,1,0,25,2.5,0,2,0,N,1.24
M,Out,,,,0,1,1,,,0,NA,1,Y,2.73
F,east,510,440,510,0,1,0,81,4,0,3,1,Y,0
F,east,460,510,460,0,1,0,,2.74,0,3,0,N,3.38
F,east,530,520,520,0,1,1,,2.99,1,6,0,Y,3.11
M,east,,,,0,0,1,76,3.36,1,9,0,Y,2.89
F,east,420,500,480,1,1,0,54,3.12,0,8,0,Y,2.21
F,east,560,490,530,0,1,1,92,3.92,0,8,0,Y,3.83
F,west,430,470,490,0,1,0,,2.6,0,2,0,N,2.66
M,east,570,620,580,0,0,0,,2.9,0,3,0,Y,3.86
F,east,550,570,590,0,0,0,54,3.3,1,3,0,Y,3.05
F,west,,,,0,1,0,95,4,0,3,1,Y,3.97
F,east,520,570,580,0,1,0,98,4,0,NA,1,Y,3.85
M,west,450,470,450,0,1,0,,2.8,0,1,0,Y,2.05
F,east,550,580,510,1,1,0,54,3.21,0,4,1,Y,3.44
F,east,550,670,500,1,1,0,77,3.4,0,3,1,Y,3.68
F,west,440,410,500,0,1,0,21,2.73,1,8,1,N,2.96
F,east,580,600,640,0,1,0,85,3.9,0,4,1,Y,3.84
M,Out,520,580,440,1,1,0,48,3,1,NA,0,Y,3.26
M,west,460,410,480,0,1,0,71,3.4,0,7,0,Y,3.16
F,west,520,460,490,0,1,0,52,3,0,3,1,Y,3.68
F,west,520,530,580,1,1,0,,3.6,0,4,0,Y,2.99
M,Out,460,500,450,1,1,0,,2.5,0,NA,0,Y,2.34
F,east,590,740,660,0,1,0,98,4,0,4,1,Y,3.91
F,west,570,460,550,0,1,0,,2.9,0,1,1,Y,2.83
F,Out,590,510,590,1,1,0,,3.7,1,NA,1,Y,2.87
F,west,430,450,390,0,1,1,45,3.2,0,8,0,Y,3.49
M,east,420,420,450,0,0,0,72,3.6,0,5,0,Y,3.27
F,east,430,510,490,0,1,1,32,2.6,0,7,0,Y,2.31
F,east,440,530,520,0,1,0,58,3.36,0,2,0,Y,3.69
F,west,,,,0,1,0,84,4,1,4,1,Y,3.63
F,east,,,,1,1,1,63,3.53,1,8,0,Y,2.73
M,west,560,600,520,0,1,0,,3.3,1,2,0,N,3.4
M,west,460,490,510,0,1,0,47,2.95,0,8,0,Y,2.39
M,west,550,600,500,1,1,0,50,2.3,1,4,1,Y,2.83
F,west,480,490,510,0,1,0,61,3.39,0,3,0,Y,3.46
F,NA,,,,1,1,0,40,3.04,0,2,0,Y,3.36
M,NA,570,540,550,0,1,0,,2.3,0,4,0,N,1.62
F,east,490,570,510,0,0,1,,2.99,0,3,0,Y,3.47
F,west,550,570,570,0,1,0,,3.36,0,4,1,Y,3.58
F,east,520,580,420,0,1,0,64,3.42,0,2,0,Y,3.7
F,west,470,560,580,0,1,1,,3.8,0,2,0,Y,3.53
F,east,,,,0,1,0,,3.2,0,3,1,Y,3.37
M,west,510,610,510,0,1,0,68,2.8,0,6,0,N,3.61
F,west,450,460,540,0,1,0,86,3.81,0,4,1,Y,3.72
M,west,550,640,560,0,1,0,,2.7,1,1,1,Y,2.63
F,west,,,,1,1,1,,3.7,0,2,0,Y,3.97
M,west,480,470,530,0,1,0,83,3,0,2,0,Y,2.62
M,west,340,380,390,0,1,0,,2.39,0,6,0,Y,2.93
F,east,,,,0,1,0,68,3.3,1,3,1,Y,3.73
F,west,530,520,520,0,1,0,80,3.4,0,8,0,Y,3.42
F,east,560,600,660,0,1,1,98,4.3,0,8,1,Y,3.7
F,east,510,510,580,0,1,1,56,3.1,0,3,0,Y,2.81
F,west,,,,0,1,1,,3.7,0,2,0,Y,3.91
F,west,,,,0,1,0,,3.3,0,3,0,N,3.67
M,west,470,470,450,0,1,0,64,3.5,0,6,0,Y,3.31
F,west,490,550,480,1,1,0,89,3.5,1,6,1,Y,3.27
F,west,490,450,540,0,1,1,63,3.2,0,7,0,Y,3.34
F,west,470,570,510,0,1,0,,3.1,1,2,0,Y,3.18
F,west,560,540,570,0,1,0,,3.1,0,2,0,Y,3.37
F,west,640,580,610,0,1,0,,3.54,0,4,1,Y,3.71
F,west,540,500,560,0,1,0,,3.3,0,4,1,Y,2.75
F,west,480,480,490,0,1,0,59,3,0,8,0,N,0
M,west,490,530,470,0,1,0,35,2.9,0,2,0,Y,2.79
F,west,540,470,540,0,1,1,,3.27,0,4,1,Y,3.89
F,west,,,,0,1,0,77,3.5,1,8,1,Y,2.56
M,west,520,470,450,1,1,1,63,3,0,9,0,Y,3.28
F,east,540,570,490,0,1,0,,3,0,6,0,Y,2.87
M,west,410,500,420,1,1,1,33,2.17,1,3,1,Y,2.59
M,west,620,500,630,0,1,0,52,3.1,0,6,0,Y,3.23
F,west,480,590,530,1,1,0,,3.6,0,3,1,Y,3.91
M,west,570,570,400,0,1,0,29,2.5,0,4,0,Y,3.48
F,west,570,520,610,1,1,0,,3.3,0,9,0,Y,3.47
M,east,660,660,700,1,1,0,92,4,1,3,1,Y,3.94
F,east,620,540,610,0,1,0,,3.1,0,2,0,N,0
M,east,470,580,540,0,1,0,47,3,0,3,0,Y,2.76
M,west,490,510,470,1,1,1,54,2.8,0,4,0,Y,2.81
M,east,620,670,640,0,1,0,96,4,1,6,1,Y,3.97
M,west,480,480,520,0,1,0,,2.7,0,2,0,Y,2.71
M,east,440,510,470,0,1,0,,3.3,0,2,0,Y,2.83
F,west,480,570,530,0,1,0,56,3,1,4,0,N,2.89
M,west,,,,0,1,0,,3,0,2,0,N,0
F,east,590,610,580,0,1,0,,3,0,2,0,Y,2.91
F,east,500,560,570,0,1,0,,3.52,1,6,0,Y,3.92
M,east,560,500,460,0,1,1,60,3.7,0,3,0,Y,3.68
M,west,,,,0,1,0,61,3,0,4,0,Y,3.4
F,west,490,510,470,0,1,1,,3.5,0,2,1,N,3.63
M,west,460,560,450,0,1,0,,3.25,0,3,0,N,3.16
F,west,490,350,470,0,1,0,65,3.4,0,8,0,Y,3.26
F,Out,520,580,590,1,1,0,,3.3,1,NA,1,Y,3.3
F,west,490,480,510,0,1,0,,3.4,0,2,0,Y,3.26
M,east,430,470,410,0,1,0,,2.6,0,5,0,N,2.6
F,west,720,580,700,0,1,0,84,3.7,0,2,1,Y,3.9
F,west,430,470,390,1,1,0,26,2.85,0,8,0,Y,3.12
F,west,540,480,580,0,1,0,,3.9,0,2,0,N,3.77
M,west,540,580,600,0,1,0,,3.21,0,4,0,Y,2.86
F,west,490,490,420,0,1,1,,3.3,0,1,0,Y,2.8
M,west,490,650,530,0,1,1,,3,0,2,0,Y,3.41
F,west,600,560,590,0,1,0,75,3.1,0,4,1,Y,3.7
M,east,570,570,530,0,1,0,,3,0,2,0,N,3.97
F,east,560,510,520,0,0,0,,4,0,3,0,N,3.47
M,west,470,460,450,0,1,0,,2.72,0,3,0,Y,3.65
M,Out,490,540,520,1,1,0,57,3.3,0,NA,0,N,1.88
F,west,510,450,470,0,1,0,,3.38,0,3,0,Y,3.57
F,east,460,480,490,0,1,0,,2.53,0,6,0,Y,2.72
F,west,520,470,580,0,1,0,,2.93,1,2,0,Y,3.42
F,east,540,410,620,0,1,1,,3.34,0,3,1,Y,2.47
F,east,430,440,500,0,1,0,51,3,0,NA,0,N,3.44
M,Out,470,580,449,1,1,0,,3.2,1,NA,0,N,3.35
F,east,490,440,510,0,1,1,65,2.84,0,6,1,Y,2.65
F,west,460,460,470,0,1,0,,3.4,0,2,0,Y,3.34
M,west,630,600,530,0,1,0,,2.79,0,4,1,Y,3.21
M,east,500,530,580,0,1,0,82,2.83,0,6,1,Y,3.33
F,west,450,470,450,0,1,0,,2.82,0,2,1,Y,2.45
F,east,440,580,560,0,1,0,,2.3,1,6,0,Y,2.7
M,Out,440,540,530,0,1,0,,2.3,1,NA,0,Y,1.88
M,west,520,500,530,0,1,1,32,3,0,4,0,Y,3.13
F,west,490,500,540,0,1,0,65,2.9,1,4,0,Y,2.74
F,west,570,500,530,0,1,0,,3.25,0,4,1,Y,3.37
F,east,430,480,470,0,1,0,,3,0,6,0,Y,3.1
F,east,490,560,480,0,1,0,86,3.5,0,6,0,Y,3.69
F,east,430,490,440,0,1,1,34,2.87,0,5,0,Y,2.94
F,Out,490,510,490,0,0,0,75,3.7,1,NA,1,Y,3.37
F,west,460,510,500,0,1,0,70,3.4,0,8,0,N,0
F,east,670,580,640,0,0,0,,3.08,0,3,1,N,0
F,east,,,,0,1,1,44,3.04,0,4,0,Y,3.22
F,west,470,460,450,1,1,0,62,3.13,0,5,0,Y,3.01
F,east,660,520,530,0,1,0,,3.7,0,3,1,Y,2.98
M,east,420,510,440,0,1,0,81,2.97,0,9,1,Y,3.24
M,west,530,590,640,0,1,1,60,3,0,4,0,Y,3.46
F,west,510,500,530,0,1,0,64,3.38,0,4,0,Y,3.56
F,west,710,630,650,0,1,0,78,4,0,4,1,Y,3.71
F,east,570,570,580,0,1,0,67,3.36,0,2,0,Y,3.75
M,Out,490,540,470,0,1,0,71,3.3,1,NA,0,N,2.58
M,east,480,590,530,0,1,0,54,3,0,3,1,Y,2.88
F,NA,530,450,460,0,1,1,29,2.7,0,4,0,Y,2.31
M,west,570,560,580,0,1,0,,3.8,1,1,1,Y,3.87
F,west,520,480,510,1,1,1,,3,1,4,0,N,3.18
M,west,470,630,460,0,1,0,31,2.14,1,3,0,Y,2.4
F,west,490,510,520,1,1,1,64,3.5,0,8,0,N,3.39
M,west,470,540,380,0,1,0,63,2.99,1,4,0,Y,1.83
F,west,550,580,610,0,1,0,,4,1,2,1,Y,4
F,west,500,460,560,0,1,0,,3.2,0,2,0,Y,3.09
F,west,390,350,450,0,1,1,66,3.1,1,8,1,N,3.14
F,east,550,510,600,0,1,1,93,3.9,0,6,1,Y,3.83
F,west,500,450,550,0,1,0,68,3.2,0,8,0,N,2.93
F,east,650,680,650,0,1,0,85,4.2,0,3,1,Y,3.74
M,Out,430,520,470,0,0,1,,2.69,0,NA,0,N,0
F,east,360,480,430,1,1,1,78,3.44,0,5,0,Y,3.75
M,west,490,480,530,0,1,0,,3.3,0,9,0,Y,3.44
F,west,490,470,480,0,1,0,,3.4,0,2,0,Y,3.49
F,east,480,490,440,0,1,1,,3.32,0,5,0,Y,3.9
F,west,450,490,500,0,1,0,,3.1,0,2,0,N,3.2
F,west,560,460,640,0,1,0,67,3,0,4,0,Y,2.63
M,east,560,650,620,0,1,0,58,2.99,1,2,0,Y,3.63
M,west,520,600,550,0,1,0,55,3.21,0,2,0,Y,3.62
F,Out,430,450,440,0,1,1,,2.9,0,NA,0,N,2.97
F,west,,,,0,1,0,16,2.6,0,8,0,N,2.74
F,east,500,490,540,0,1,0,,2.7,0,2,0,Y,3.21
M,east,470,610,610,0,1,0,,2.4,0,2,0,Y,2.99
M,west,550,550,630,0,1,0,,2.9,0,2,0,Y,2.74
F,east,480,460,480,0,1,0,63,3.19,0,4,0,Y,3.26
F,east,560,610,570,0,1,1,90,3.87,0,6,1,Y,3.65
F,east,490,510,520,0,0,0,,2.9,0,3,0,Y,3.07
F,east,510,430,490,0,1,1,82,3.78,0,7,0,Y,3.75
F,west,570,480,550,0,1,0,38,2.5,0,8,0,N,2.87
M,west,,,,1,1,0,78,3.5,0,3,1,Y,3.97
F,west,470,510,560,1,1,0,,3.3,0,2,0,Y,3.01
F,west,540,490,470,0,1,1,37,3,0,4,0,Y,2.9
F,Out,520,400,530,0,1,1,,2.3,0,3,1,N,2.4
F,east,530,630,520,0,0,0,99,3.68,0,8,1,N,0
M,east,520,580,510,0,1,1,,2.65,0,3,0,Y,3.51
M,east,570,540,420,0,1,1,38,2.9,0,3,1,Y,2.77
M,east,520,530,530,0,1,0,44,2.7,0,3,0,Y,1.9
F,west,460,490,540,1,1,0,63,2.8,0,8,1,Y,3.64
F,east,540,410,520,0,1,0,55,3.76,0,4,0,Y,2.89
F,west,480,540,540,0,1,0,88,3.5,1,6,0,N,3.52
F,west,520,480,530,0,1,0,85,3.84,0,4,0,Y,3.74
F,west,590,720,650,1,1,0,,3.8,1,2,1,Y,3.78
M,west,480,530,520,0,1,0,64,3.1,0,8,0,Y,2.9
F,west,370,530,490,0,1,1,75,3.3,0,8,1,Y,2.84
F,west,550,580,590,0,1,1,,2.8,0,2,0,Y,2.83
F,west,490,510,490,0,1,1,,2.8,0,2,0,Y,2.63
F,east,510,490,570,0,1,0,66,3,0,4,0,Y,2.59
F,west,460,450,540,0,1,1,47,3.2,0,4,0,N,2.89
F,west,460,440,490,0,1,0,,2.7,0,8,0,N,3.33
F,west,430,390,540,0,1,0,,3,0,2,0,N,3.29
F,west,520,500,490,0,1,0,52,2.89,0,8,0,Y,2.38
F,Out,470,540,450,0,1,0,27,2.7,1,NA,0,N,1.8
F,Out,490,500,540,0,1,0,,2.8,0,NA,0,N,3.23
F,west,530,540,490,1,1,1,,3.2,0,1,1,Y,2.61
F,west,570,500,570,0,1,0,55,3.2,0,2,1,N,3.81
M,west,,,,0,1,1,,3.4,0,1,1,N,3.78
F,Out,550,500,540,0,1,0,,2.7,0,NA,1,Y,2.76
F,east,550,560,700,0,1,1,95,3.8,0,7,1,Y,3.9
F,west,420,370,430,0,1,1,78,2.9,0,8,0,Y,2.81
F,west,440,520,510,0,1,0,66,3,0,3,0,Y,3.32
F,east,550,500,590,0,1,0,77,3.5,0,3,0,Y,3.44
F,west,600,530,550,0,1,1,,3,0,2,0,N,3.2
M,west,,,,1,1,0,,2.7,0,8,0,N,3.38
F,west,390,380,340,0,1,1,40,2.92,1,4,0,Y,2.88
M,west,530,540,530,0,1,1,67,3,0,4,0,Y,3.71
M,west,550,610,580,0,1,0,,3.9,0,2,1,Y,4
M,west,,,,0,1,0,,3.15,0,4,1,Y,2.2
M,west,420,490,510,0,1,0,,3.25,0,4,0,Y,3.28
F,west,460,540,460,1,1,0,,2.9,0,2,0,Y,2.76
F,west,550,510,610,0,1,0,74,3,0,4,0,Y,3.72
M,east,540,560,510,0,1,0,52,3.18,1,4,0,Y,3.45
F,west,480,550,540,0,1,1,66,3.7,0,4,1,N,3.74
F,Out,,,,0,1,0,73,3.3,0,NA,1,N,3.32
F,west,420,360,340,1,1,1,28,2.88,0,8,0,Y,1.92
F,west,570,540,600,0,1,0,,3.58,1,4,1,Y,3.87
F,east,760,620,670,0,1,0,78,4,0,3,1,Y,3.92
F,east,520,380,510,0,1,0,51,3,0,3,1,Y,3.23
F,west,480,520,490,0,1,1,48,3.14,0,4,1,Y,3.31
F,east,510,550,510,1,1,1,78,3.7,0,4,0,N,4
M,west,560,610,520,0,1,0,37,2.73,1,8,0,N,3.75
F,west,600,600,760,0,1,1,88,4,1,4,1,Y,4
M,west,440,490,460,0,1,0,38,3,0,8,0,Y,3.28
M,east,580,560,610,0,1,0,,2.9,0,2,0,N,3.39
F,west,500,460,530,0,1,0,55,2.8,0,4,0,N,3.94
F,Out,490,460,450,0,1,1,36,2.5,0,NA,0,N,3.03
F,west,440,510,470,0,1,0,27,2.1,1,6,0,Y,2.47
F,east,570,530,520,0,1,0,84,3.8,0,6,1,Y,3.87
F,NA,480,470,460,0,1,0,,2.8,0,2,0,Y,3.36
M,west,570,640,610,0,1,0,,3.5,0,3,1,Y,3.84
F,west,430,530,520,1,1,0,45,3,0,3,0,Y,3.11
F,Out,450,480,450,0,1,1,,2.5,0,NA,0,N,3.24
F,east,460,400,520,0,0,0,84,3.28,0,NA,1,Y,3.37
